w1	w2	count	mle_p	add1_p	add0.5_p	token_type_score
કરવામાં	આવી	1	0.20000000	0.00221729	0.00330761	4.0000
કરવામાં	આવે	1	0.20000000	0.00221729	0.00330761	4.0000
કરવામાં	આવેલી	1	0.20000000	0.00221729	0.00330761	6.0000
કરવું	તેના	1	1.00000000	0.00222717	0.00333704	5.0000
કરશે	,	1	0.50000000	0.00222469	0.00332963	2.0000
કરશે	.	1	0.50000000	0.00222469	0.00332963	2.0000
કરાયો	હતો	1	1.00000000	0.00222717	0.00333704	4.0000
કરાવેલ	નથી	1	1.00000000	0.00222717	0.00333704	4.0000
કરી	લેતાં	1	0.33333333	0.00222222	0.00332226	6.0000
કરીએ	છે	1	1.00000000	0.00222717	0.00333704	3.0000
કરીને	ગામડાના	1	0.50000000	0.00222469	0.00332963	6.0000
કરીને	ફરાર	1	0.50000000	0.00222469	0.00332963	4.0000
કરે	.	1	0.50000000	0.00222469	0.00332963	2.0000
કરે	છે	1	0.50000000	0.00222469	0.00332963	3.0000
કરેલ	તથા	1	1.00000000	0.00222717	0.00333704	4.0000
કરો	જે	1	1.00000000	0.00222717	0.00333704	3.0000
કરોડ	રૃપીયાની	1	1.00000000	0.00222717	0.00333704	8.0000
કરોડના	બોગસ	1	1.00000000	0.00222717	0.00333704	5.0000
કરોડની	વેરાશાખ	1	0.50000000	0.00222469	0.00332963	7.0000
કરોડની	સરકારની	1	0.50000000	0.00222469	0.00332963	7.0000
કરોડો	રૂપિયાની	1	1.00000000	0.00222717	0.00333704	9.0000
કરોડોનો	વેરો	1	1.00000000	0.00222717	0.00333704	5.0000
કર્ક	મહિલા	1	1.00000000	0.00222717	0.00333704	6.0000
કર્મચારીઓને	ડીએની	1	1.00000000	0.00222717	0.00333704	5.0000
કર્યા	પછી	1	0.50000000	0.00222469	0.00332963	4.0000
કર્યા	હતા	1	0.50000000	0.00222469	0.00332963	4.0000
કર્યું	છે	1	0.16666667	0.00221484	0.00330033	3.0000
કર્યું	તહું	1	0.16666667	0.00221484	0.00330033	5.0000
કલાક	દીઠ	1	1.00000000	0.00222717	0.00333704	4.0000
કલ્પેશ	અગ્રવાલને	1	0.50000000	0.00222469	0.00332963	10.0000
કલ્પેશ	સુભાષ	1	0.50000000	0.00222469	0.00332963	6.0000
કહી	ને	1	0.50000000	0.00222469	0.00332963	3.0000
કહી	હોય	1	0.50000000	0.00222469	0.00332963	4.0000
કહ્યુ	હતું	1	1.00000000	0.00222717	0.00333704	5.0000
કહ્યું	કે	1	0.50000000	0.00222469	0.00332963	3.0000
કહ્યું	જાદુ	1	0.50000000	0.00222469	0.00332963	5.0000
કાગદડી	નજીક	1	1.00000000	0.00222717	0.00333704	5.0000
કાન	સરળતાથી	1	1.00000000	0.00222717	0.00333704	8.0000
કામ	એક	1	0.50000000	0.00222469	0.00332963	3.0000
કામ	કરવાનો	1	0.50000000	0.00222469	0.00332963	7.0000
કામની	તટસ્થ	1	1.00000000	0.00222717	0.00333704	6.0000
કામો	માટે	1	1.00000000	0.00222717	0.00333704	5.0000
કાયદાઓએ	તમામ	1	1.00000000	0.00222717	0.00333704	4.0000
કારણ	કે	1	1.00000000	0.00222717	0.00333704	3.0000
કારણે	ખેડુતોમા	1	0.25000000	0.00221976	0.00331492	9.0000
કારણે	નહીં	1	0.25000000	0.00221976	0.00331492	5.0000
કારમાં	આગ	1	1.00000000	0.00222717	0.00333704	3.0000
કાર્ય	કરશે	1	1.00000000	0.00222717	0.00333704	5.0000
કાર્યકરોએ	જન	1	1.00000000	0.00222717	0.00333704	3.0000
કિસ્સામાં	,	1	1.00000000	0.00222717	0.00333704	2.0000
કીફિર	પર	1	1.00000000	0.00222717	0.00333704	3.0000
કુલ	રૂા	1	1.00000000	0.00222717	0.00333704	4.0000
કે	,	1	0.09090909	0.00220264	0.00326442	2.0000
કે	3	1	0.09090909	0.00220264	0.00326442	2.0000
કે	ટ્વિટર	1	0.09090909	0.00220264	0.00326442	6.0000
કે	નહીં	1	0.09090909	0.00220264	0.00326442	5.0000
કે	પેટના	1	0.09090909	0.00220264	0.00326442	6.0000
કે	યોગ્ય	1	0.09090909	0.00220264	0.00326442	5.0000
કે	સીરિઝમાં	1	0.09090909	0.00220264	0.00326442	9.0000
કેટલાક	જાતકો	1	1.00000000	0.00222717	0.00333704	6.0000
કેદીઓને	ત્રણ	1	0.33333333	0.00222222	0.00332226	5.0000
કેદીઓને	બાળગૃહમાંથી	1	0.33333333	0.00222222	0.00332226	11.0000
કેદીઓને	મુક્ત	1	0.33333333	0.00222222	0.00332226	6.0000
કેન્દ્રીય	કર્મચારીઓને	1	0.50000000	0.00222469	0.00332963	11.0000
કેન્દ્રીય	મંત્રી	1	0.50000000	0.00222469	0.00332963	7.0000
કેવી	રીતે	1	1.00000000	0.00222717	0.00333704	5.0000
કેસ	નોંધવામાં	1	1.00000000	0.00222717	0.00333704	8.0000
કૉલેજમાં	છેડતીનો	1	1.00000000	0.00222717	0.00333704	8.0000
કોંગ્રેસ	અધ્યક્ષ	1	1.00000000	0.00222717	0.00333704	7.0000
કોઈ	કંપની	1	0.33333333	0.00222222	0.00332226	6.0000
કોઈ	નિવેદન	1	0.33333333	0.00222222	0.00332226	6.0000
કોઈ	વાતને	1	0.33333333	0.00222222	0.00332226	6.0000
કોરોના	વાયરસના	1	1.00000000	0.00222717	0.00333704	7.0000
કોર્ટે	આ	1	1.00000000	0.00222717	0.00333704	2.0000
કોહલી	અને	1	1.00000000	0.00222717	0.00333704	4.0000
ક્યારેક	આપનાં	1	1.00000000	0.00222717	0.00333704	6.0000
ક્યારેય	સારું	1	1.00000000	0.00222717	0.00333704	6.0000
ક્રૂરતાનો	કેસ	1	1.00000000	0.00222717	0.00333704	4.0000
ક્ષેત્રના	લોકોનો	1	1.00000000	0.00222717	0.00333704	5.0000
ક્ષેત્રમાં	આગામી	1	1.00000000	0.00222717	0.00333704	6.0000
ક્ષેત્રે	રોજગારીની	1	1.00000000	0.00222717	0.00333704	8.0000
ખરીદવાનું	અને	1	1.00000000	0.00222717	0.00333704	4.0000
ખરીદી	કર્યા	1	0.50000000	0.00222469	0.00332963	6.0000
ખરીદી	મહિસાગર	1	0.50000000	0.00222469	0.00332963	8.0000
ખરીદીઓનાં	વેચાણો	1	1.00000000	0.00222717	0.00333704	7.0000
ખર્ચો	વધારે	1	1.00000000	0.00222717	0.00333704	6.0000
ખળભળાટ	મચ્યો	1	1.00000000	0.00222717	0.00333704	6.0000
ખવડાવી	,	1	1.00000000	0.00222717	0.00333704	2.0000
ખાસ	કરીને	1	0.50000000	0.00222469	0.00332963	6.0000
ખાસ	યુઝર્સને	1	0.50000000	0.00222469	0.00332963	9.0000
ખુબજ	મુશ્કેલ	1	1.00000000	0.00222717	0.00333704	8.0000
ખૂબ	જ	1	1.00000000	0.00222717	0.00333704	2.0000
ખેંચે	છે	1	1.00000000	0.00222717	0.00333704	3.0000
ખેડુતોને	રૃપીયા	1	0.50000000	0.00222469	0.00332963	7.0000
ખેડુતોને	વધુ	1	0.50000000	0.00222469	0.00332963	4.0000
ખેડુતોમા	ભારે	1	1.00000000	0.00222717	0.00333704	5.0000
ખેડૂતો	ઉમળકાભેર	1	0.50000000	0.00222469	0.00332963	9.0000
ખેડૂતો	પોતાની	1	0.50000000	0.00222469	0.00332963	7.0000
ખેતીના	વિકલ્પરૂપે	1	1.00000000	0.00222717	0.00333704	10.0000
ગઇ	છે	1	1.00000000	0.00222717	0.00333704	3.0000
ગઈ	છે	1	1.00000000	0.00222717	0.00333704	3.0000
ગમે	એ	1	1.00000000	0.00222717	0.00333704	2.0000
ગયું	અને	1	1.00000000	0.00222717	0.00333704	4.0000
ગયો	હતો	1	1.00000000	0.00222717	0.00333704	4.0000
ગરીબ	આદીવાસી	1	1.00000000	0.00222717	0.00333704	7.0000
ગરીબોને	ખેતીના	1	1.00000000	0.00222717	0.00333704	7.0000
ગાંધી	દ્વારા	1	1.00000000	0.00222717	0.00333704	6.0000
ગાંધીજીની	પ્રતિમાનું	1	0.50000000	0.00222469	0.00332963	11.0000
ગાંધીજીની	પ્રતિમાને	1	0.50000000	0.00222469	0.00332963	10.0000
ગાંધીનગર	અને	1	1.00000000	0.00222717	0.00333704	4.0000
ગાડી	કન્ટેનર	1	1.00000000	0.00222717	0.00333704	7.0000
ગામડાના	ગરીબોને	1	1.00000000	0.00222717	0.00333704	8.0000
ગામની	પરિણીતાએ	1	1.00000000	0.00222717	0.00333704	9.0000
ગાર્ગી	કૉલેજમાં	1	1.00000000	0.00222717	0.00333704	9.0000
ગુ	કરે	1	1.00000000	0.00222717	0.00333704	4.0000
ગુજરાતના	રાજ્યપાલ	1	1.00000000	0.00222717	0.00333704	8.0000
ગુજરાતમાં	દારૃ	1	1.00000000	0.00222717	0.00333704	5.0000
ગુટર	ગુ	1	1.00000000	0.00222717	0.00333704	3.0000
ગુસ્સો	જોવા	1	1.00000000	0.00222717	0.00333704	5.0000
ગોધરા	,	1	1.00000000	0.00222717	0.00333704	2.0000
ગ્રાન્ટ	આપે	1	1.00000000	0.00222717	0.00333704	4.0000
ગ્રેચ્યુઇટીમાં	પણ	1	1.00000000	0.00222717	0.00333704	3.0000
ગ્રો	અને	1	1.00000000	0.00222717	0.00333704	4.0000
ઘટાડવા	માટે	1	1.00000000	0.00222717	0.00333704	5.0000
ઘણા	કરતાં	1	1.00000000	0.00222717	0.00333704	6.0000
ઘણીબધી	ચર્ચા	1	1.00000000	0.00222717	0.00333704	5.0000
ઘર	એક	1	1.00000000	0.00222717	0.00333704	3.0000
ચકચાર	મચી	1	1.00000000	0.00222717	0.00333704	4.0000
ચર્ચા	કરવામાં	1	1.00000000	0.00222717	0.00333704	7.0000
ચા	અને	1	1.00000000	0.00222717	0.00333704	4.0000
ચાર્મી	ઇન્ડસ્ટ્રીઝના	1	1.00000000	0.00222717	0.00333704	11.0000
ચિંતા	થઈ	1	1.00000000	0.00222717	0.00333704	3.0000
ચુકવ્યા	વગર	1	1.00000000	0.00222717	0.00333704	4.0000
ચેતનભાઇ	ના	1	1.00000000	0.00222717	0.00333704	3.0000
ચોરી	વસ્તુઓ	1	1.00000000	0.00222717	0.00333704	7.0000
છીએ	.	1	1.00000000	0.00222717	0.00333704	2.0000
છે	?	1	0.01960784	0.00210970	0.00300300	2.0000
છે	અને	1	0.01960784	0.00210970	0.00300300	4.0000
છે	ઘણા	1	0.01960784	0.00210970	0.00300300	4.0000
છે	તો	1	0.01960784	0.00210970	0.00300300	3.0000
છે	વેરાવળ	1	0.01960784	0.00210970	0.00300300	6.0000
છેડતીનો	મામલો	1	1.00000000	0.00222717	0.00333704	5.0000
છેલ્લા	10	1	1.00000000	0.00222717	0.00333704	3.0000
છો	જે	1	1.00000000	0.00222717	0.00333704	3.0000
છોડવાના	સંકેત	1	1.00000000	0.00222717	0.00333704	6.0000
જ	અવાઝ	1	0.33333333	0.00222222	0.00332226	5.0000
જ	મેદસ્વી	1	0.33333333	0.00222222	0.00332226	8.0000
જ	વર્ષે	1	0.33333333	0.00222222	0.00332226	6.0000
જઈ	બંને	1	1.00000000	0.00222717	0.00333704	5.0000
જણાવો	.	1	1.00000000	0.00222717	0.00333704	2.0000
જણાવ્યું	કે	1	0.33333333	0.00222222	0.00332226	3.0000
જણાવ્યું	છે	1	0.33333333	0.00222222	0.00332226	3.0000
જણાવ્યું	હતું	1	0.33333333	0.00222222	0.00332226	5.0000
જણાશે	.	1	1.00000000	0.00222717	0.00333704	2.0000
જતા	એકનું	1	0.50000000	0.00222469	0.00332963	6.0000
જતા	કેવી	1	0.50000000	0.00222469	0.00332963	5.0000
જથ્થો	ખરીદી	1	0.33333333	0.00222222	0.00332226	5.0000
જથ્થો	ઠલવાય	1	0.33333333	0.00222222	0.00332226	6.0000
જથ્થો	સાંચોર	1	0.33333333	0.00222222	0.00332226	7.0000
જન	આશિર્વાદ	1	0.50000000	0.00222469	0.00332963	9.0000
જન	આશીર્વાદ	1	0.50000000	0.00222469	0.00332963	9.0000
જનતાએ	જ	1	1.00000000	0.00222717	0.00333704	2.0000
જનાદેશનો	સ્વાગત	1	1.00000000	0.00222717	0.00333704	7.0000
જમા	કરાવેલ	1	1.00000000	0.00222717	0.00333704	7.0000
જમીન	મુક્ત	1	1.00000000	0.00222717	0.00333704	6.0000
જરૂર	છે	1	0.50000000	0.00222469	0.00332963	3.0000
જરૂર	શુ	1	0.50000000	0.00222469	0.00332963	3.0000
જવાની	જરૂર	1	1.00000000	0.00222717	0.00333704	4.0000
જાડેજાના	માર્ગદર્શન	1	1.00000000	0.00222717	0.00333704	9.0000
જાતકો	માટે	1	1.00000000	0.00222717	0.00333704	5.0000
જાદુ	અને	1	1.00000000	0.00222717	0.00333704	4.0000
જાદુઈ	ભેટ	1	1.00000000	0.00222717	0.00333704	4.0000
જિલ્લામાં	ઠાલવે	1	1.00000000	0.00222717	0.00333704	6.0000
જી	ભરવાડ	1	1.00000000	0.00222717	0.00333704	6.0000
જીઇબી	એન્જીનીયર	1	1.00000000	0.00222717	0.00333704	8.0000
જીતીવા	માટે	1	1.00000000	0.00222717	0.00333704	5.0000
જીલ્લા	એલ	1	0.50000000	0.00222469	0.00332963	3.0000
જીલ્લા	પોલીસે	1	0.50000000	0.00222469	0.00332963	7.0000
જીલ્લાના	ડેડીયાપાડા	1	1.00000000	0.00222717	0.00333704	7.0000
જૂથ	સ્થાપિત	1	1.00000000	0.00222717	0.00333704	8.0000
જૂન	મહિનામાં	1	1.00000000	0.00222717	0.00333704	7.0000
જે	100	1	0.25000000	0.00221976	0.00331492	3.0000
જે	અગવડતાને	1	0.25000000	0.00221976	0.00331492	9.0000
જે	ક્યારેક	1	0.25000000	0.00221976	0.00331492	7.0000
જે	શક્યત	1	0.25000000	0.00221976	0.00331492	6.0000
જેટલી	અલગ	1	1.00000000	0.00222717	0.00333704	4.0000
જેના	કારણે	1	1.00000000	0.00222717	0.00333704	6.0000
જેને	પગલે	1	0.50000000	0.00222469	0.00332963	5.0000
જેને	વ્યાપક	1	0.50000000	0.00222469	0.00332963	7.0000
જેમના	કાન	1	1.00000000	0.00222717	0.00333704	4.0000
જોઈ	રહ્યું	1	0.50000000	0.00222469	0.00332963	7.0000
જોઈ	શકાય	1	0.50000000	0.00222469	0.00332963	5.0000
જોઈએ	.	1	1.00000000	0.00222717	0.00333704	2.0000
જોકે	,	1	1.00000000	0.00222717	0.00333704	2.0000
જોખમ	પર	1	1.00000000	0.00222717	0.00333704	3.0000
જોવા	મળે	1	0.33333333	0.00222222	0.00332226	4.0000
જોવા	મળ્યો	1	0.33333333	0.00222222	0.00332226	6.0000
જોવા	માટે	1	0.33333333	0.00222222	0.00332226	5.0000
જોવામાં	વ્યસ્ત	1	1.00000000	0.00222717	0.00333704	6.0000
જોવું	રસપ્રદ	1	1.00000000	0.00222717	0.00333704	6.0000
જ્યાં	તેમણે	1	1.00000000	0.00222717	0.00333704	5.0000
જ્યાંથી	અમદાવાદ	1	1.00000000	0.00222717	0.00333704	6.0000
જ્યારે	આપ	1	0.50000000	0.00222469	0.00332963	3.0000
જ્યારે	મોરારીબાપુએ	1	0.50000000	0.00222469	0.00332963	10.0000
જ્યોતિરાદિત્ય	સિંધિયાની	1	1.00000000	0.00222717	0.00333704	9.0000
ઝડપથી	વૃદ્ધિ	1	1.00000000	0.00222717	0.00333704	7.0000
ઝડપી	પાડયો	1	0.33333333	0.00222222	0.00332226	6.0000
ઝાલોદના	બૂટલેગરો	1	1.00000000	0.00222717	0.00333704	9.0000
ટાઇગર	સેના	1	1.00000000	0.00222717	0.00333704	5.0000
ટાળી	દેવી	1	1.00000000	0.00222717	0.00333704	5.0000
ટીમો	બનાવી	1	1.00000000	0.00222717	0.00333704	6.0000
ટીમોએ	તપાસ	1	1.00000000	0.00222717	0.00333704	5.0000
ટેક્સ	વધારવાની	1	1.00000000	0.00222717	0.00333704	7.0000
ટેલીફોનીક	બેસણુ	1	1.00000000	0.00222717	0.00333704	6.0000
ટ્રસ્ટ	ની	1	1.00000000	0.00222717	0.00333704	3.0000
ટ્વિટર	કોઈ	1	0.33333333	0.00222222	0.00332226	4.0000
ટ્વિટર	છોડવાના	1	0.33333333	0.00222222	0.00332226	7.0000
ટ્વિટર	પોતાના	1	0.33333333	0.00222222	0.00332226	6.0000
ઠંડીથી	ઇન્હેલેશન	1	1.00000000	0.00222717	0.00333704	8.0000
ઠલવાય	છે	1	1.00000000	0.00222717	0.00333704	3.0000
ઠાલવે	છે	1	1.00000000	0.00222717	0.00333704	3.0000
ઠેકાઓ	પરથી	1	1.00000000	0.00222717	0.00333704	5.0000
ડબ્લ્યૂઆરઆઇ	એ	1	1.00000000	0.00222717	0.00333704	2.0000
ડી	ફિલ્મમાં	1	0.25000000	0.00221976	0.00331492	8.0000
ડી	વાય	1	0.25000000	0.00221976	0.00331492	4.0000
ડીએની	ઉપરાંત	1	1.00000000	0.00222717	0.00333704	7.0000
ડીપીટી	કંડલા	1	1.00000000	0.00222717	0.00333704	6.0000
ડેડીયાપાડા	સાગબારા	1	1.00000000	0.00222717	0.00333704	6.0000
ડોલર	હતો	1	1.00000000	0.00222717	0.00333704	4.0000
ડોલરની	વચ્ચેનો	1	1.00000000	0.00222717	0.00333704	7.0000
ડ્રાઇવરોને	તેની	1	1.00000000	0.00222717	0.00333704	5.0000
ડ્રોપની	ભરપાઈ	1	1.00000000	0.00222717	0.00333704	6.0000
ઢાંઢણી	ગામની	1	1.00000000	0.00222717	0.00333704	6.0000
તક	મળી	1	1.00000000	0.00222717	0.00333704	4.0000
તકતીનું	અનાવરણ	1	1.00000000	0.00222717	0.00333704	7.0000
તકો	સર્જાવાની	1	1.00000000	0.00222717	0.00333704	9.0000
તઘલખી	નિર્ણયો	1	1.00000000	0.00222717	0.00333704	8.0000
તટસ્થ	તપાસ	1	1.00000000	0.00222717	0.00333704	5.0000
તથા	અનરજીસ્ટર્ડ	1	1.00000000	0.00222717	0.00333704	10.0000
તપાસ	આદરી	1	0.50000000	0.00222469	0.00332963	5.0000
તપાસ	થાય	1	0.50000000	0.00222469	0.00332963	4.0000
તપાસકર્તાઓ	માટેનો	1	1.00000000	0.00222717	0.00333704	7.0000
તબક્કા	છે	1	1.00000000	0.00222717	0.00333704	3.0000
તબદીલ	કરેલ	1	1.00000000	0.00222717	0.00333704	5.0000
તમને	એક	1	1.00000000	0.00222717	0.00333704	3.0000
તમામ	ખેડૂતો	1	0.50000000	0.00222469	0.00332963	7.0000
તમામ	લાઇસન્સવાળા	1	0.50000000	0.00222469	0.00332963	9.0000
તમારા	પક્ષના	1	0.50000000	0.00222469	0.00332963	7.0000
તમારા	માટે	1	0.50000000	0.00222469	0.00332963	5.0000
તમારો	અભિપ્રાય	1	1.00000000	0.00222717	0.00333704	9.0000
તમાશો	જોવામાં	1	1.00000000	0.00222717	0.00333704	7.0000
તરફ	આ	1	1.00000000	0.00222717	0.00333704	2.0000
તરીકે	,	1	1.00000000	0.00222717	0.00333704	2.0000
તરુણો	એક	1	1.00000000	0.00222717	0.00333704	3.0000
તહું	.	1	1.00000000	0.00222717	0.00333704	2.0000
તાલીમ	!	1	1.00000000	0.00222717	0.00333704	2.0000
તુવેરો	ખરીદી	1	1.00000000	0.00222717	0.00333704	5.0000
તે	જ	1	0.16666667	0.00221484	0.00330033	2.0000
તે	પહેલાં	1	0.16666667	0.00221484	0.00330033	7.0000
તે	વલણ	1	0.16666667	0.00221484	0.00330033	4.0000
તે	વાતો	1	0.16666667	0.00221484	0.00330033	5.0000
તે	સારું	1	0.16666667	0.00221484	0.00330033	6.0000
તે	હીરેશનભાઇ	1	0.16666667	0.00221484	0.00330033	10.0000
તેઓ	એટલી	1	0.14285714	0.00221239	0.00329308	5.0000
તેઓ	ગમે	1	0.14285714	0.00221239	0.00329308	4.0000
તેઓ	તમામ	1	0.14285714	0.00221239	0.00329308	4.0000
તેઓ	તેને	1	0.14285714	0.00221239	0.00329308	4.0000
તેઓ	મેમરી	1	0.14285714	0.00221239	0.00329308	5.0000
તેઓ	સંબંધિત	1	0.14285714	0.00221239	0.00329308	7.0000
તેઓ	હરાવ્યું	1	0.14285714	0.00221239	0.00329308	9.0000
તેના	બેગ	1	0.33333333	0.00222222	0.00332226	4.0000
તેના	વિશે	1	0.33333333	0.00222222	0.00332226	5.0000
તેના	સુધી	1	0.33333333	0.00222222	0.00332226	5.0000
તેનાં	પ્રેમી	1	1.00000000	0.00222717	0.00333704	7.0000
તેની	પત્ની	1	0.33333333	0.00222222	0.00332226	6.0000
તેની	રાજ્ય	1	0.33333333	0.00222222	0.00332226	6.0000
તેની	સાથે	1	0.33333333	0.00222222	0.00332226	5.0000
તેને	જોવા	1	0.25000000	0.00221976	0.00331492	5.0000
તેને	માટે	1	0.25000000	0.00221976	0.00331492	5.0000
તેને	સારવાર	1	0.25000000	0.00221976	0.00331492	5.0000
તેને	હરાવ્યું	1	0.25000000	0.00221976	0.00331492	9.0000
તેમ	કહી	1	1.00000000	0.00222717	0.00333704	4.0000
તેમજ	ઉત્તર	1	0.16666667	0.00221484	0.00330033	5.0000
તેમજ	જીલ્લા	1	0.16666667	0.00221484	0.00330033	6.0000
તેમજ	ઝાલોદના	1	0.16666667	0.00221484	0.00330033	7.0000
તેમજ	તેમની	1	0.16666667	0.00221484	0.00330033	6.0000
તેમજ	ત્રણ	1	0.16666667	0.00221484	0.00330033	5.0000
તેમજ	પાલનપુર	1	0.16666667	0.00221484	0.00330033	7.0000
તેમણે	કહ્યું	1	0.16666667	0.00221484	0.00330033	7.0000
તેમણે	કુલ	1	0.16666667	0.00221484	0.00330033	4.0000
તેમણે	તે	1	0.16666667	0.00221484	0.00330033	3.0000
તેમણે	તેમને	1	0.16666667	0.00221484	0.00330033	5.0000
તેમણે	વચન	1	0.16666667	0.00221484	0.00330033	4.0000
તેમણે	સરદાર	1	0.16666667	0.00221484	0.00330033	5.0000
તેમના	વજન	1	1.00000000	0.00222717	0.00333704	4.0000
તેમની	ટીમોએ	1	0.33333333	0.00222222	0.00332226	6.0000
તેમને	જણાવ્યું	1	0.50000000	0.00222469	0.00332963	9.0000
તેમને	મુલાકાત	1	0.50000000	0.00222469	0.00332963	7.0000
તેમાં	એ	1	1.00000000	0.00222717	0.00333704	2.0000
તેવાં	પ્રાણીઓનાં	1	1.00000000	0.00222717	0.00333704	10.0000
તો	તમાશો	1	0.33333333	0.00222222	0.00332226	6.0000
તો	પછી	1	0.33333333	0.00222222	0.00332226	4.0000
તો	સાચી	1	0.33333333	0.00222222	0.00332226	5.0000
ત્યાં	ઉતારવામાં	1	0.50000000	0.00222469	0.00332963	8.0000
ત્યાં	તેને	1	0.50000000	0.00222469	0.00332963	4.0000
ત્યારબાદ	હોસ્પિટલનું	1	1.00000000	0.00222717	0.00333704	12.0000
ત્યારે	બીજી	1	1.00000000	0.00222717	0.00333704	4.0000
ત્રણ	દિવસ	1	0.33333333	0.00222222	0.00332226	5.0000
ત્રણ	રાજ્યોમાં	1	0.33333333	0.00222222	0.00332226	9.0000
ત્રણ	વર્ષ	1	0.33333333	0.00222222	0.00332226	5.0000
ત્રિપુરા	,	1	1.00000000	0.00222717	0.00333704	2.0000
થઇ	ગયો	1	1.00000000	0.00222717	0.00333704	4.0000
થઈ	ગઈ	1	0.25000000	0.00221976	0.00331492	3.0000
થઈ	મહેસાણામાં	1	0.25000000	0.00221976	0.00331492	8.0000
થઈ	શકે	1	0.25000000	0.00221976	0.00331492	4.0000
થઈ	હિંમતનગર	1	0.25000000	0.00221976	0.00331492	9.0000
થયેલ	છે	1	1.00000000	0.00222717	0.00333704	3.0000
થવા	લાગે	1	1.00000000	0.00222717	0.00333704	5.0000
થવાનો	છે	1	1.00000000	0.00222717	0.00333704	3.0000
થાય	છે	1	0.50000000	0.00222469	0.00332963	3.0000
થાય	તો	1	0.50000000	0.00222469	0.00332963	3.0000
થી	83,000	1	0.25000000	0.00221976	0.00331492	5.0000
થી	ફેલો	1	0.25000000	0.00221976	0.00331492	5.0000
થી	૬	1	0.25000000	0.00221976	0.00331492	2.0000
થી	૮	1	0.25000000	0.00221976	0.00331492	2.0000
દબાણના	ડ્રોપની	1	1.00000000	0.00222717	0.00333704	8.0000
દરમિયાન	...	1	0.50000000	0.00222469	0.00332963	2.0000
દરમિયાન	ઈન્દોરના	1	0.50000000	0.00222469	0.00332963	8.0000
દરોમાં	પરિણમી	1	1.00000000	0.00222717	0.00333704	7.0000
દર્દીઓમાં	આ	1	1.00000000	0.00222717	0.00333704	2.0000
દર્શાવવામાં	આવે	1	1.00000000	0.00222717	0.00333704	4.0000
દર્શાવી	અન્ય	1	1.00000000	0.00222717	0.00333704	5.0000
દર્શાવેલ	ખરીદીઓનાં	1	1.00000000	0.00222717	0.00333704	9.0000
દાન	કરવાનું	1	1.00000000	0.00222717	0.00333704	8.0000
દારૃ	સપ્લાઈ	1	1.00000000	0.00222717	0.00333704	7.0000
દારૃનો	મોટાપાયે	1	0.33333333	0.00222222	0.00332226	8.0000
દિલીપ	અને	1	1.00000000	0.00222717	0.00333704	4.0000
દિવસ	પહેલા	1	0.50000000	0.00222469	0.00332963	6.0000
દિવસ	વિતાવવો	1	0.50000000	0.00222469	0.00332963	6.0000
દીઠ	23.	1	1.00000000	0.00222717	0.00333704	4.0000
દુકાન	બંધ	1	1.00000000	0.00222717	0.00333704	4.0000
દેખાવા	લાગે	1	1.00000000	0.00222717	0.00333704	5.0000
દેડીયાપાડા	પોલીસ	1	1.00000000	0.00222717	0.00333704	6.0000
દેવી	યોગ્ય	1	1.00000000	0.00222717	0.00333704	5.0000
દેશના	ઝડપથી	1	1.00000000	0.00222717	0.00333704	6.0000
દ્રશ્ય	તપાસકર્તાઓ	1	1.00000000	0.00222717	0.00333704	9.0000
દ્રષ્ટિ	વ્યાપક	1	1.00000000	0.00222717	0.00333704	7.0000
દ્વારા	પ્રથમ	1	0.25000000	0.00221976	0.00331492	6.0000
દ્વારા	બંધનુ	1	0.25000000	0.00221976	0.00331492	6.0000
દ્વારા	બાતમીદારોનો	1	0.25000000	0.00221976	0.00331492	10.0000
દ્વારા	મોટાપાયે	1	0.25000000	0.00221976	0.00331492	8.0000
ધન	ખરીદવાનું	1	1.00000000	0.00222717	0.00333704	10.0000
ધનતેરસ	વિશે	1	1.00000000	0.00222717	0.00333704	5.0000
ધરાવતા	તરુણો	1	1.00000000	0.00222717	0.00333704	6.0000
ધારાસભ્ય	પી	1	1.00000000	0.00222717	0.00333704	3.0000
ધુસી	જતા	1	1.00000000	0.00222717	0.00333704	4.0000
ધ્યાનમાં	રાખીને	1	1.00000000	0.00222717	0.00333704	7.0000
નજીક	ગાડી	1	0.50000000	0.00222469	0.00332963	5.0000
નજીક	વેગનઆર	1	0.50000000	0.00222469	0.00332963	7.0000
નડિયાદ	અને	1	1.00000000	0.00222717	0.00333704	4.0000
નથી	.	1	1.00000000	0.00222717	0.00333704	2.0000
નમૂનારૂપ	ઉત્તર	1	1.00000000	0.00222717	0.00333704	5.0000
નર્મદા	જીલ્લા	1	0.33333333	0.00222222	0.00332226	6.0000
નર્મદા	જીલ્લાના	1	0.33333333	0.00222222	0.00332226	7.0000
નર્મદા	ડી	1	0.33333333	0.00222222	0.00332226	3.0000
નવી	કાર	1	0.50000000	0.00222469	0.00332963	4.0000
નવી	તકો	1	0.50000000	0.00222469	0.00332963	4.0000
નવો	અને	1	1.00000000	0.00222717	0.00333704	4.0000
નહીં	.	1	0.33333333	0.00222222	0.00332226	2.0000
નહીં	કરી	1	0.33333333	0.00222222	0.00332226	4.0000
નહીં	કરે	1	0.33333333	0.00222222	0.00332226	4.0000
ના	પિતાશ્રીનું	1	0.20000000	0.00221729	0.00330761	12.0000
